Gene,Protein,Gene Name(s),Species,Experiment accession,Comparison,log_2 fold change,Adjusted p-value,t-statistic
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-18105,'non metastasis; tumor' vs 'non metastasis; normal adjacent tissue',-1.2,8.40389642249893e-9,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-3649,'Listeria monocytogenes EGD-e' vs 'none',-1.2,1.80529330435835e-7,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-40584,'Nkx2-1 overexpression' vs 'wild type',1.2,2.69407241120822e-7,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-32526,'S2N; tumorigenic; spheres' vs 'S2; non-tumorigenic; spheres',1.2,0.0000012746971045006,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-27473,'estrogen receptor alpha knockdown' vs 'control',1.2,0.00000226865919301809,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-61704,'TEN1-ICD-GFP-His overexpression' vs 'control',1.2,0.0000260439334989033,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-45581,'non-inflammatory breast cancer' vs 'normal',-1.2,0.0000710666127830793,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-50683,'C1013G/CXCR4 variant' vs 'control',1.2,0.000138518575102383,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-58379,'expression of wild type RBM47' vs 'empty vector',-1.2,0.000182075245713063,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6204,'PTBP1/2 knock down by siRNA' vs 'scrambled siRNA' in 'nuclear RNA',1.2,0.00107955015937637,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-13309,'tobacco smoke condensate 3 microgram per milliliter' vs 'control' in 'A549',1.2,0.00161874867709138,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-22866,'glioblastoma' vs 'control',1.2,0.0167456624843383,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-7808,'doxycycline' vs 'none' in 'Caki1',-1.1,2.16479071807376e-27,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-39733,'FAM60A knockdown' vs 'scrambled siRNA',-1.1,1.11822944711239e-7,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-56788,'POLR2D knock-down' vs 'mock',-1.1,0.00000401637341385012,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-39091,'Nutlin; 5 micromolar' vs 'DMSO; 0.065 percent' in 'GL2',-1.1,0.0000115613141878853,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-48433,'HOP-92; large cell undifferentiated lung; P04' vs 'HOP-92; large cell undifferentiated lung; P0',1.1,0.0000293739870519073,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-3645,'A2780cis' vs 'A2780' in Hypoxia; None',1.1,0.00023421410056682,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-13309,'tobacco smoke condensate 1 microgram per milliliter' vs 'control' in 'A549',1.1,0.000520347087508993,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-76987,'colon adenocarcinoma' vs 'normal',-1.1,0.000794023279828562,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-26656,'A375; Wnt-1 overexpressing; animals were fed with cyclosporine A (50mg/kg/day)' vs 'A375; wild type; animals were fed with cyclosporine A (50mg/kg/day)',-1.1,0.00135870467389583,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-39091,'MLN4924; 650 nanomolar' vs 'DMSO; 0.065 percent' in 'BRCA1',-1.1,0.00141997322502367,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-51704,'GATA6 siRNA' vs 'control' in 'YCC3',-1.1,0.00208151031336694,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-26966,'pituitary cancer' vs 'normal',1.1,0.00355990960612298,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-23930,'mkk2CR' vs 'lethal factor (anthrax toxin)',1.1,0.00467180846261619,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6204,'PTBP1/2 knock down by siRNA' vs 'scrambled siRNA' in 'cytoplasmic RNA',1.1,0.00978216324798668,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-66354,'atypical teratoid/rhabdoid tumor' vs 'normal',1.1,0.0377150814803211,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6623,'L Wnt3a-cell conditioned media' at '2 hour' vs 'non-conditioned media',-1,1.57175154641617e-8,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-39091,'Daunorubicin; 100 nanomolar' vs 'DMSO; 0.065 percent' in 'GL2',-1,0.00000200793038443947,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MTAB-6738,'dexamethasone; 1 micromolar' vs 'ethanol',-1,0.00000355814912053595,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-39091,'MLN4924; 650 nanomolar' vs 'DMSO; 0.065 percent' in 'CDT1',-1,0.00000439678118611636,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-37373,'suberoylanilide hydroxamic acid 10 millimolar' vs 'none',1,0.0000161234893582224,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-48433,'SW-620; adenocarcinoma of colon; P01' vs 'SW-620; adenocarcinoma of colon; P0',-1,0.0000192872699723498,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-59612,'contrast-enhancing core; glioma' vs 'normal',1,0.0000197159659811555,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-39091,'MLN4924; 650 nanomolar' vs 'DMSO; 0.065 percent' in 'p53',-1,0.0000384952795850887,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MEXP-1072,'poliovirus' vs 'mock',-1,0.0000420975361647938,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-GEOD-52707,'SKR6LR cells resistant to lapanitib' vs 'SKR6 cells with elevated HER2 expression',1,0.0000727885567901415,
ENSG00000185483,ROR1,ROR1,homo sapiens,E-MEXP-1599,'acrolein; 100 micromolar; 4 hour' vs 'none; 0 hour',-1,0.000163441995514386,
