Gene	Species	Experiment accession	Comparison	log_2 fold change	Adjusted p-value	t-statistic
ENSG00000127920	homo sapiens	E-GEOD-38678	'CLF1' vs 'CLS1; co-culture with CAF to generate sphere'	1.2	6.94185577967033e-7	
ENSG00000127920	homo sapiens	E-GEOD-56677	'Human betacoronavirus 2c England-Qatar/2012' vs 'mock' at '18 hour'	-1.2	0.00000310496600809212	
ENSG00000127920	homo sapiens	E-GEOD-41678	'MDAMB231; cocultured with fibroblast CCD1112Sk' vs 'MDAMB231; normal'	1.2	0.00000514956721005011	
ENSG00000127920	homo sapiens	E-GEOD-49644	'TGFb-induced epithelial-mesenchymal transition' vs 'normal' in 'A549'	1.2	0.0000156721488554741	
ENSG00000127920	homo sapiens	E-MTAB-7847	'AD80; 0.05 micromolar' vs 'vehicle' in 'HuH-7'	-1.2	0.0000157719043444718	
ENSG00000127920	homo sapiens	E-GEOD-46699	'neoplasm' vs 'normal tissue adjacent to neoplasm' in 'smoker; non-obese'	1.2	0.0000244590631489594	
ENSG00000127920	homo sapiens	E-GEOD-52989	'16 hour' vs '0 hour'	1.2	0.00003344196253305	
ENSG00000127920	homo sapiens	E-GEOD-29137	'Numb6 overexpression' vs 'control' in 'MDAMB231'	-1.2	0.0000367367496579064	
ENSG00000127920	homo sapiens	E-GEOD-11941	'100 microgram per milliliter trovafloxacin' vs 'none'	-1.2	0.0000708145258825403	
ENSG00000127920	homo sapiens	E-MTAB-10819	'circDOCK1 overexpression' vs 'empty vector' in 'MDAMB157; not applicable'	1.2	0.0000713819954539319	
ENSG00000127920	homo sapiens	E-GEOD-66270	'tumour staging pT1; disease staging 2; neoplasm' vs 'normal tissue adjacent to neoplasm'	1.2	0.000286560629742447	
ENSG00000127920	homo sapiens	E-GEOD-66270	'tumour staging pT3; disease staging 2; neoplasm' vs 'normal tissue adjacent to neoplasm'	1.2	0.00127359840045282	
ENSG00000127920	homo sapiens	E-GEOD-49515	'hepatocellular carcinoma' vs 'normal'	1.2	0.00622468861888039	
ENSG00000127920	homo sapiens	E-GEOD-36076	'hepatocellular carcinoma' vs 'normal'	1.2	0.00622468861888047	
ENSG00000127920	homo sapiens	E-GEOD-35351	'GSK3B shRNA' vs 'control shRNA'	1.2	0.0186477576993379	
ENSG00000127920	homo sapiens	E-MTAB-5231	'adenocarcinoma' vs 'normal tissue adjacent to adenocarcinoma'	-1.2	0.0244775573931183	
ENSG00000127920	homo sapiens	E-GEOD-51258	'doxyxylcline-mediated overexpression of ERG' vs 'control'	1.2	0.0287097755477755	
ENSG00000127920	homo sapiens	E-MTAB-6647	'Plasmax media' vs 'DMEM-F12 media' in 'MDAMB468; normoxia'	-1.1	3.49672111538822e-16	
ENSG00000127920	homo sapiens	E-MTAB-11313	'ERO1 knockout' vs 'wild type genotype' in 'vehicle'	-1.1	7.96924347598539e-16	
ENSG00000127920	homo sapiens	E-GEOD-15641	'clear cell renal carcinoma' vs 'normal'	1.1	1.43376762567084e-7	
ENSG00000127920	homo sapiens	E-MTAB-7033	'p63 knockdown by siRNA' vs 'scrambled siRNA' in 'BxPC-3'	-1.1	0.00000131949550363086	
ENSG00000127920	homo sapiens	E-GEOD-41678	'MDAMB231; cocultured with fibroblast HFF1' vs 'MDAMB231; normal'	1.1	0.00000201960577976759	
ENSG00000127920	homo sapiens	E-GEOD-23362	'SDC1-siRNA' vs 'control'	-1.1	0.00000946347326007262	
ENSG00000127920	homo sapiens	E-GEOD-45042	'Human betacoronavirus 2c EMC/2012' vs 'mock' at '24 hour'	-1.1	0.0000122140599110824	
ENSG00000127920	homo sapiens	E-GEOD-33267	'SARS coronavirus Urbani ΔORF6 mutant' vs 'mock' at '72 hour'	-1.1	0.0000205154379274089	
ENSG00000127920	homo sapiens	E-GEOD-48433	'COLO 205; adenocarcinoma of colon; P01' vs 'COLO 205; adenocarcinoma of colon; P0'	1.1	0.0000874802978470054	
ENSG00000127920	homo sapiens	E-GEOD-53757	'tumor' vs 'normal' in 'stage 1'	1.1	0.000114214919344597	
ENSG00000127920	homo sapiens	E-GEOD-36509	'LBH589 (panobinostat)' vs 'DMSO' in 'HeLa'	-1.1	0.000131140895200585	
ENSG00000127920	homo sapiens	E-GEOD-35696	'siRNA-SIN3A silenced' vs 'control'	-1.1	0.000191744575130574	
ENSG00000127920	homo sapiens	E-MTAB-11620	'poly I:C' vs 'mock' in 'ncgRNA'	-1.1	0.000387369740951174	
ENSG00000127920	homo sapiens	E-GEOD-36509	'LBH589 (panobinostat)' vs 'DMSO' in 'H295R'	-1.1	0.000629651766462463	
ENSG00000127920	homo sapiens	E-GEOD-45757	'Capan-2; CI-1040; 2 millimolar' vs 'Capan-2; vehicle; '	1.1	0.000806114987005985	
ENSG00000127920	homo sapiens	E-GEOD-33267	'SARS coronavirus Urbani ΔORF6 mutant' vs 'mock' at '48 hour'	-1.1	0.000924828752605923	
ENSG00000127920	homo sapiens	E-GEOD-48433	'HT-29; adenocarcinoma of colon; P01' vs 'HT-29; adenocarcinoma of colon; P0'	1.1	0.001118470917572	
ENSG00000127920	homo sapiens	E-GEOD-48433	'HCT-116; colon carcinoma; P01' vs 'HCT-116; colon carcinoma; P0'	1.1	0.00145700098389533	
ENSG00000127920	homo sapiens	E-MTAB-5102	'154; 0.4 micromolar' vs 'DMSO'	1.1	0.00149828647530861	
ENSG00000127920	homo sapiens	E-MTAB-6204	'PTBP1/2 knock down by siRNA' vs 'scrambled siRNA' in 'cytoplasmic RNA'	-1.1	0.00193387419882636	
ENSG00000127920	homo sapiens	E-TABM-282	'clear cell renal carcinoma' vs 'normal'	1.1	0.00325411522962057	
ENSG00000127920	homo sapiens	E-GEOD-28877	'MPS-1 shRNA' vs 'control shRNA'	-1.1	0.00345731161047298	
ENSG00000127920	homo sapiens	E-GEOD-45757	'PANC-1; CI-1040; 2 millimolar' vs 'PANC-1; vehicle; '	-1.1	0.00674977103867397	
ENSG00000127920	homo sapiens	E-GEOD-48433	'HCC-2998; colon carcinoma; P04' vs 'HCC-2998; colon carcinoma; P0'	1.1	0.00867984850989889	
ENSG00000127920	homo sapiens	E-GEOD-48433	'KM12; adenocarcinoma of colon; P01' vs 'KM12; adenocarcinoma of colon; P0'	1.1	0.0102951674926001	
ENSG00000127920	homo sapiens	E-MTAB-6008	'TRPS1 siRNA 1' vs 'scrambled control siRNA' in 'B42 subclone 11'	1.1	0.0123924106326094	
ENSG00000127920	homo sapiens	E-GEOD-13309	'tobacco smoke condensate 1 microgram per milliliter' vs 'control' in 'Calu-6'	1.1	0.0184133075379272	
ENSG00000127920	homo sapiens	E-MTAB-8440	'TLR4 knockdown by siRNA' vs 'scrambled siRNA'	-1.1	0.0290379992883963	
ENSG00000127920	homo sapiens	E-GEOD-55048	'tumor' vs 'paratumoral tissue'	-1.1	0.0489239167681505	
ENSG00000127920	homo sapiens	E-MTAB-7591	'SFRP2 overexpression' vs 'wild type' in 'U-2987'	-1	1.71954643373466e-93	
ENSG00000127920	homo sapiens	E-GEOD-63776	'TCF7L2 siRNA' vs 'control'	-1	1.87917669967954e-28	
ENSG00000127920	homo sapiens	E-GEOD-56788	'BEGAIN knock-down' vs 'mock'	-1	1.12606835628956e-16	
